X,Y,id,osm_id,z_order,amenity,name,name:en,building,addr:housenumber,addr:housename,addr:street,addr:city,addr:state,addr:postcode,addr:place,addr:country,addr:hamlet,addr:suburb,addr:subdistrict,addr:district,addr:province,website,contact:website,phone,contact:phone,opening_hours,cuisine,religion,denomination,access,wheelchair,ele,brand,tower:type
-105.266379826788224,40.006024758947575,2961655,2138298838,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.267954870213558,40.008133142871827,2968702,2142857677,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.269442238931703,40.004857076016464,2970228,2144234606,0,vending_machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.269649104302019,40.005455040988863,2970229,2144234607,0,vending_machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.269442741845893,40.005775984061387,2970231,2144234608,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.272364924749269,40.006561284569699,2970234,2144234616,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.272366768767967,40.006524152738649,2970236,2144234614,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.272368361329569,40.006491798592407,2970237,2144234612,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.269436371599483,40.007053637562109,2970239,2144234621,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.26539243859439,40.007823934463772,2970241,2144234626,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.267072255809396,40.007891073508176,2970245,2144234630,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.267070244152634,40.00804337268886,2970253,2144234635,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.267070076514571,40.00806876985547,2970254,2144234637,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.268748636444087,40.008154349086851,2970256,2144234646,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.268636654217701,40.00815284034428,2970259,2144234643,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.268584267322865,40.008155187277168,2970262,2144234647,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263838852841175,40.007269890663991,2980783,2152591469,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263839020479239,40.007342561764517,2980786,2152591473,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.26380314593365,40.007342729402581,2980788,2152591474,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263801218095921,40.007270058302055,2980789,2152591470,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.26380607959976,40.007459740770884,2980795,2152591488,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263934741813486,40.007419339997568,2980799,2152591481,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263933233070915,40.007581529823995,2980805,2152591494,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263944800097292,40.007678676081781,2980809,2152591499,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263923007149032,40.00762871993885,2980811,2152591496,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.273662946274726,40.007008962018205,2981682,2153244296,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.273748525506122,40.007010470760775,2981684,2153244298,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.274179271510206,40.007971036864461,2982242,2153573575,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.269809869204892,40.008505047915634,2982245,2153573586,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.269803415139449,40.008814675418876,2982252,2153573592,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.270892140542657,40.009368048666403,2982258,2153573615,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.272895415401123,40.009375843836352,2982262,2153573617,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.265438622880879,40.004836959448852,2982516,2153847635,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.26484853689746,40.005377927479657,2982521,2153847698,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.264619710940821,40.005377927479657,2982522,2153847694,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.264664470303771,40.005378765669974,2982523,2153847701,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.264896313745552,40.005378765669974,2982524,2153847705,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.264944258231694,40.005381280240925,2982525,2153847710,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263389247554954,40.006234222707889,2982604,2153926048,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263436605307874,40.006558518541652,2982605,2153926056,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263418500397023,40.006233971250794,2982607,2153926047,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263493937525581,40.006593471077906,2982609,2153926066,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263436605307874,40.00659112414499,2982612,2153926064,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263436605307874,40.006609229055869,2982613,2153926069,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263493937525581,40.006611575988757,2982616,2153926071,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263414057988342,40.006576539633471,2982617,2153926060,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263514808464492,40.006611575988757,2982619,2153926070,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.27391348136058,40.007441384402938,2990689,2161126300,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266555343840679,40.00692899866192,3005642,2177573990,0,cafeteria,Libby Dining,,,,,,,,,,,,,,,,,,,,"Mo-Th 7:00-14:00,17:00-19:00; Fr 7:00-14:00; Sa-Su off",,,,,,,,
-105.270353770901821,40.009632162435395,3027463,2198065521,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.270396434788978,40.009673736675126,3027465,2198065529,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.270955423911616,40.010279664455538,3027517,2198122142,0,fast_food,Zellers Market,,,,,,,,,,,,,,,,,,,,"Mo-Th 9:00-21:00; Fr 9:00-20:00; Sa-Su off",,,,,,,,
-105.270963219081565,40.010354682488952,3027518,2198122151,0,cafeteria,Sewall,,,,,,,,,,,,,,,,,,,,"Mo-Th 10:30-19:00; Fr 10:30-14:00; Sa-Su off",,,,,,,,
-105.275726654655074,40.007185065803867,3031985,2203467795,0,fast_food,Deli Zone,,,,,,,,,,,,,,,,http://www.delizone.net/,,,,,sandwich,,,,,,,
-105.271285754715691,40.006753565428511,3041376,2213712820,0,restaurant,Alferd Packer Resturant and Grill,,,,,,,,,,,,,,,,,,+1-303-492-6578,,"Mo-Th 07:00 - 19:00; Fr 07:00-18:30",,,,,,,,
-105.271435120230237,40.00668894095503,3041378,2213712828,0,cafe,Celestial Seasonings,,,,,,,,,,,,,,,,,,303.247.0787,,"Mo-Th 07:30 - 18:00; Fr 07:30 - 17:00",,,,,,,,
-105.263246336105837,40.00739302082161,3060649,2247077271,0,cafe,Celestial Seasonings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.261865752834126,40.001118328105917,3071196,2261042734,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.261865752834126,40.00107692150425,3071199,2261042731,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.26186105896835,40.001225197371383,3071202,2261042742,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.26355722089454,40.002248963024982,3071204,2261042792,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.265414315361667,40.005421597195209,3071205,2261042864,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.262992783534841,40.003817552384874,3071208,2261042819,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.262597576800204,40.007803482620034,3071212,2261042986,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.271611643111072,40.009065545780857,3071215,2261043023,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.27161055346366,40.009032688720424,3071216,2261043022,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.265238043937927,40.007253881228934,3108179,2287613393,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.270664907147619,40.010521147085967,3108184,2287613441,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.270664907147619,40.010556099622193,3108188,2287613440,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.262646610933771,40.007968773750605,3424385,2490076207,0,post_box,US Mailbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.261972370642496,40.007293862907062,3438873,2501132572,0,bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.261867680671855,40.007293862907062,3438874,2501132768,0,bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.26191461932963,40.007347842363515,3438881,2501137291,0,bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.261870530518934,40.007346249801913,3438883,2501137844,0,bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.264557265762178,40.007212558446298,3438901,2501146371,0,bicycle_parking,rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.26529956710722,40.007228819338451,3438910,2501146381,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.265384224329281,40.007087332812887,3438914,2501146387,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.265268805522581,40.007249438820253,3438916,2501146382,0,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266155862335424,40.007302999181519,3438917,2501146401,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.265686140481591,40.006599841324316,3438919,2501146397,0,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266068271447267,40.007302999181519,3438921,2501146403,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.261871201071187,40.007365360541144,3438924,2501153569,0,bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.269113919784388,40.008150158135265,3576176,2624007462,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.268530706961585,40.008394322974709,3576181,2624009475,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.268678731371622,40.008392981870202,3576184,2624009375,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.271298411389481,40.00670897370361,3659322,2699263251,0,restaurant,Panda Express,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
-105.259109950708748,40.003781091106077,3665274,2702906726,0,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.261052372950175,40.005215486196164,3665275,2702906737,0,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.27188682099225,40.007846565602335,3665647,2703445598,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.271553305064984,40.007410538999238,3665651,2703445625,0,bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.271569482138105,40.007392937002578,3665656,2703445630,0,bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.271622204309068,40.007413137389221,3665661,2703445623,0,bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.271438556810537,40.00735245241026,3665663,2703445633,0,bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.271475269546443,40.007303250638614,3665668,2703445636,0,bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.272142133762927,40.007740869803314,3665697,2703452218,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.272163759073109,40.007771044654731,3665703,2703452190,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.267165965486868,40.006687180755364,4136986,3128472867,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266982317988337,40.007162686122399,4136991,3128472872,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266951556403697,40.007162686122399,4136992,3128472873,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263734079051503,40.008101543096871,4136997,3128481357,0,bicycle_rental,Folsom & Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.267075860027759,40.00646254575031,4247321,3237018951,0,car_sharing,,,,,,,,,,,,,,,,,http://carshare.org/,,,,,,,,,,,,
-105.27017942731581,40.005799285752204,4247352,3237068320,0,car_sharing,,,,,,,,,,,,,,,,,http://carshare.org/,,,,,,,,,,,,
-105.266978043217719,40.006690030602442,4391545,3392575003,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.274926182902007,40.009493274299814,5305369,4097623448,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.272207428788647,40.0073382869939,1105787,589468813,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.270153862511137,40.008429191691931,1107432,592640802,0,clock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.267907344822561,40.008101794553966,1108211,593993854,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.262303874913016,40.008022417930903,1711984,1195095250,0,post_box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.26687880148414,40.008351072354344,1711987,1195095251,0,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.271052653988434,40.006965879035903,1728817,1213346729,0,atm,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
-105.267070830885856,40.008133478147954,2526976,1773973033,0,post_box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.269495547835888,40.008606217486943,2959968,2136632589,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266739242796305,40.005055978578781,2961285,2137932800,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266685347158898,40.005055140388464,2961286,2137932798,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266686017711152,40.00502756392703,2961287,2137932796,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266741673548225,40.005028318298315,2961288,2137932797,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266350741584219,40.006023669300163,2961289,2137932828,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266348310832299,40.005977485013659,2961291,2137932824,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.268489803274093,40.007337616441646,2961292,2137932911,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.268524755810333,40.007337951717773,2961295,2137932912,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.268490306188284,40.007300987524758,2961296,2137932906,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.26852903058095,40.007621595321154,2961298,2137932932,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.268526683648062,40.007584966404295,2961300,2137932927,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.269603674386829,40.007571722997284,2961303,2137932926,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.269602417101353,40.007531489862032,2961305,2137932924,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.268633049999337,40.008651479764097,2961502,2138177203,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.268599606205669,40.008650893030875,2961509,2138177201,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.26859524761602,40.008790870813868,2961511,2138177208,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.268628775228706,40.00879145754709,2961512,2138177210,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263959468427842,40.00418266808714,2961591,2138298788,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.264498340982868,40.004803264198102,2961594,2138298799,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.264044209468921,40.004999987465567,2961602,2138298805,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.26396181536073,40.004584999439459,2961603,2138298794,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263961647722667,40.004551388007741,2961605,2138298793,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263959971342032,40.004254165721193,2961606,2138298790,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.263959719884937,40.004218877908841,2961607,2138298789,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.26413171653806,40.005067294148063,2961610,2138298809,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266738404605988,40.005085650516008,2961611,2138298812,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266632122073744,40.005216827300671,2961614,2138298819,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.265887306157751,40.005133175906991,2961615,2138298818,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266682078216661,40.005109874216174,2961616,2138298815,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.264044209468921,40.005099983570432,2961617,2138298813,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.265809522096305,40.005131750983452,2961618,2138298817,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.264132806185472,40.005105180350398,2961620,2138298814,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266705044631365,40.005216994938735,2961621,2138298821,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266707643021348,40.005256892797831,2961622,2138298826,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266741254453066,40.005256892797831,2961623,2138298827,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266635055739854,40.005256725159768,2961624,2138298823,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266668750990618,40.005256725159768,2961625,2138298824,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266635055739854,40.005292348248275,2961628,2138298828,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266668080438365,40.005292432067307,2961630,2138298829,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266740835357908,40.005292432067307,2961631,2138298831,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.266600438479756,40.005909759236033,2961633,2138298836,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.269439137627529,40.005753772017982,2961635,2138298833,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.2666016119462,40.005845386219647,2961636,2138298834,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.272167614748568,40.007264526245962,2961639,2138298851,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.272126962518172,40.00730157425798,2961641,2138298853,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.271830410783906,40.00635408392327,2961643,2138298840,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.272166441282124,40.007301741896043,2961644,2138298854,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-105.272199382161602,40.007149275077325,2961645,2138298846,0,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
