id,osm_id,z_order,highway,name,name:en,ref,maxspeed,oneway,access,bicycle,foot,horse,motor_vehicle,motorcar,bridge,cutting,embankment,tunnel,service,toll,surface,width,construction,layer,junction,disused
69134824,274904412,0,footway,,,,,,,yes,yes,,,,,,,,,,,,,,,
69134828,274904414,0,path,,,,,,,designated,designated,,,,,,,,,,,,,,,
69134829,274904415,0,footway,,,,,,,yes,yes,,,,,,,,,,,,,,,
69134831,274904410,0,footway,,,,,,,,yes,,,,,,,,,,paved,,,,,
69134833,274904399,0,footway,,,,,,,,yes,,,,,,,,,,,,,,,
69134835,274904419,0,footway,,,,,,,,yes,,,,,,,,,,,,,,,
69134839,274904421,0,path,,,,,,,designated,designated,,,,,,,,,,,"10'0""",,,,
96191194,438929542,0,service,,,,,,,,,,,,,,,,parking_aisle,,,,,,,
100860806,469560905,0,footway,,,,,,,,,,,,,,,,,,,,,,,
16427874,27852725,0,footway,,,,,,,,yes,,,,,,,,,,,,,,,
22805035,46148059,0,footway,,,,,,,yes,yes,,,,,,,,,,,,,,,
22816639,46197736,0,footway,,,,,,,yes,yes,,,,,,,,,,,,,,,
22818429,46218273,0,footway,,,,,,,yes,yes,,,,,,,,,,,,,,,
22818438,46218271,0,footway,,,,,,,,yes,,,,,,,,,,,,,,,
51406006,185706363,3,secondary_link,,,,,yes,,,,,,,,,,,,,,,,,,
53258650,194216315,0,path,,,,,,,designated,designated,,,,,,,,,,,,,,,
53258656,194216321,-20,path,University Bridge,,,,,,designated,designated,,,,,,,yes,,,concrete,"18'0""",,-1,,
53258657,194216317,0,path,,,,,,,designated,designated,,,,,,,,,,,,,,,
53258668,194216312,0,path,Central Campus Mall,,,,,,yes,yes,,,,,,,,,,,,,,,
53258679,194216342,0,steps,,,,,,,,yes,,,,,,,,,,,,,,,
55888648,205386834,0,steps,,,,,,,,,,,,,,,,,,,,,,,
55888655,205386841,0,steps,,,,,,,,,,,,,,,,,,,,,,,
55888661,205386847,0,footway,,,,,,,,,,,,,,,,,,,,,,,
55888666,205386852,0,footway,,,,,,,,,,,,,,,,,,,,,,,
56837193,209630234,0,footway,,,,,,yes,,,,,,,,,,,,,,,,,
58555838,219616743,0,steps,,,,,,,,,,,,,,,,,,,,,,,
58555839,219616745,0,footway,,,,,,,,,,,,,,,,,,,,,,,
58555840,219616746,0,steps,,,,,,,,,,,,,,,,,,,,,,,
63949130,243207966,0,footway,,,,,,,yes,yes,,,,,,,,,,,,,,,
69134792,274904378,0,steps,,,,,,,,,,,,,,,,,,,,,,,
69134797,274904385,0,footway,,,,,,,,,,,,,,,,,,,,,,,
69134799,274904386,0,steps,,,,,,,,,,,,,,,,,,,,,,,
69134814,274904402,0,footway,,,,,,,yes,yes,,,,,,,,,,,,,,,
69134847,274904423,0,footway,,,,,,,yes,yes,,,,,,,,,,,,,,,
106478296,506514647,0,path,,,,,,,designated,designated,,,,,,,,,,,,,,,
111688898,542978707,0,footway,,,,,,,no,,no,,,,,,,,,paved,,,,,
111727569,543182411,0,steps,,,,,,,,,,,,,,,,,,,,,,,
111727572,543182412,0,steps,,,,,,,,,,,,,,,,,,,,,,,
113268247,550474268,0,path,,,,,,,designated,designated,,,,,,,,,,,,,,,
122983652,274904411,0,footway,,,,,,,yes,yes,,,,,,,,,,,,,,,
122983678,46146748,0,footway,,,,,,,,yes,,,,,,,,,,,,,,,
122983719,274904381,0,footway,,,,,,,,yes,,,,,,,,,,,,,,,
122983754,274904407,0,footway,,,,,,,yes,yes,,,,,,,,,,,,,,,
124490400,506509258,4,tertiary,College Avenue,,,25 mph,no,,,,,,,,,,,,,concrete,,,,,
160617633,274904372,0,path,Central Campus Mall,,,,,,yes,,,,,,,,,,,,,,,,
161379615,111476662,5,secondary,Broadway,,CO 93,30 mph,yes,,,no,,,,,,,,,,concrete,,,,,
161379854,194216334,5,secondary,Broadway,,CO 93,30 mph,yes,,,no,,,,,,,,,,concrete,,,,,
